NAME,CITY,STATE,NAICS_DESC
DOWNEY ADULT SCHOOL,DOWNEY,CA,OTHER TECHNICAL AND TRADE SCHOOLS
JOHN PAOLO'S XTREME BEAUTY INSTITUTE-GOLDWELL PRODUCT ARTISTRY,BALLSTON SPA,NY,COSMETOLOGY AND BARBER SCHOOLS
MIDWEST TECHNICAL INSTITUTE-MOLINE,MOLINE,IL,OTHER TECHNICAL AND TRADE SCHOOLS
HERZING UNIVERSITY-AKRON,AKRON,OH,JUNIOR COLLEGES
UNIVERSITY OF AKRON MAIN CAMPUS,AKRON,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
APOLLO CAREER CENTER,LIMA,OH,OTHER TECHNICAL AND TRADE SCHOOLS
WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,DETROIT,MI,JUNIOR COLLEGES
DAVIDSON COUNTY COMMUNITY COLLEGE,THOMASVILLE,NC,JUNIOR COLLEGES
GENESIS CAREER COLLEGE-COOKEVILLE,COOKEVILLE,TN,COSMETOLOGY AND BARBER SCHOOLS
WILLIAM JESSUP UNIVERSITY,ROCKLIN,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTHERN KENTUCKY UNIVERSITY,HIGHLAND HEIGHTS,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PENNSYLVANIA STATE UNIVERSITY-PENN STATE BRANDYWINE,MEDIA,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PENNSYLVANIA STATE UNIVERSITY-MAIN CAMPUS,UNIVERSITY PARK,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INDIANA UNIVERSITY OF PENNSYLVANIA-MAIN CAMPUS,INDIANA,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
VOORHEES COLLEGE,DENMARK,SC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LAREDO COLLEGE,LAREDO,TX,JUNIOR COLLEGES
WES WATKINS TECHNOLOGY CENTER,WETUMKA,OK,OTHER TECHNICAL AND TRADE SCHOOLS
BRYANT UNIVERSITY,SMITHFIELD,RI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MURFREESBORO,MURFREESBORO,TN,OTHER TECHNICAL AND TRADE SCHOOLS
ASHLAND COMMUNITY AND TECHNICAL COLLEGE,ASHLAND,KY,JUNIOR COLLEGES
OKLAHOMA BAPTIST UNIVERSITY,SHAWNEE,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ITAWAMBA COMMUNITY COLLEGE,FULTON,MS,JUNIOR COLLEGES
LIMESTONE COLLEGE,GAFFNEY,SC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF THE SCIENCES,PHILADELPHIA,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
JACKSON STATE COMMUNITY COLLEGE,JACKSON,TN,JUNIOR COLLEGES
GEORGIA GWINNETT COLLEGE,LAWRENCEVILLE,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PIMA MEDICAL INSTITUTE-RENTON,RENTON,WA,JUNIOR COLLEGES
MYCOMPUTERCAREER.EDU-COLUMBUS,WESTERVILLE,OH,COMPUTER TRAINING
CARLSON COLLEGE OF MASSAGE THERAPY,ANAMOSA,IA,OTHER TECHNICAL AND TRADE SCHOOLS
CHAMBERLAIN UNIVERSITY-ILLINOIS,ADDISON,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF CALIFORNIA-SAN DIEGO,LA JOLLA,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,NORTH CHICAGO,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LEWIS & CLARK COLLEGE,PORTLAND,OR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LORENZO WALKER TECHNICAL COLLEGE,NAPLES,FL,OTHER TECHNICAL AND TRADE SCHOOLS
FLORIDA GATEWAY COLLEGE,LAKE CITY,FL,JUNIOR COLLEGES
SAINT LEO UNIVERSITY,SAINT LEO,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTH BENNET STREET SCHOOL,BOSTON,MA,OTHER TECHNICAL AND TRADE SCHOOLS
EDEN THEOLOGICAL SEMINARY,WEBSTER GROVES,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EMPIRE BEAUTY SCHOOL-CHERRY HILL,CHERRY HILL,NJ,COSMETOLOGY AND BARBER SCHOOLS
ST BONAVENTURE UNIVERSITY,SAINT BONAVENTURE,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PFEIFFER UNIVERSITY,MISENHEIMER,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BLESSING HOSPITAL SCHOOL OF MEDICAL LABORATORY TECHNOLOGY,QUINCY,IL,OTHER TECHNICAL AND TRADE SCHOOLS
PIERCE COLLEGE-PUYALLUP,LAKEWOOD,WA,JUNIOR COLLEGES
NATIONAL AMERICAN UNIVERSITY-INDEPENDENCE,INDEPENDENCE,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INTERACTIVE COLLEGE OF TECHNOLOGY-NEWPORT,NEWPORT,KY,JUNIOR COLLEGES
SOUTH LOUISIANA COMMUNITY COLLEGE,LAFAYETTE,LA,JUNIOR COLLEGES
FLORIDA COASTAL SCHOOL OF LAW,JACKSONVILLE,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NEVADA STATE COLLEGE,HENDERSON,NV,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MILLENNIUM TRAINING INSTITUTE,WOBURN,MA,OTHER TECHNICAL AND TRADE SCHOOLS
FAITH BAPTIST BIBLE COLLEGE AND THEOLOGICAL SEMINARY,ANKENY,IA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MONMOUTH COLLEGE,MONMOUTH,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROCKFORD UNIVERSITY,ROCKFORD,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WILLIAM JAMES COLLEGE,NEWTON,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BROOKLYN LAW SCHOOL,BROOKLYN,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTHCOAST MEDICAL TRAINING ACADEMY,KENT,OH,OTHER TECHNICAL AND TRADE SCHOOLS
BEAUTY TECHNICAL COLLEGE INC,TAHLEQUAH,OK,COSMETOLOGY AND BARBER SCHOOLS
CHARZANNE BEAUTY COLLEGE,GREENWOOD,SC,COSMETOLOGY AND BARBER SCHOOLS
GEORGETOWN COLLEGE,GEORGETOWN,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HERZING UNIVERSITY-MINNEAPOLIS,ST. LOUIS PARK,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CUNY MEDGAR EVERS COLLEGE,BROOKLYN,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GREENSBORO COLLEGE,GREENSBORO,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
EAGLE GATE COLLEGE-MURRAY,MURRAY,UT,JUNIOR COLLEGES
UNIVERSITY OF ARKANSAS-PULASKI TECHNICAL COLLEGE,NORTH LITTLE ROCK,AR,JUNIOR COLLEGES
UNIVERSITY OF VERMONT,BURLINGTON,VT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BON SECOURS MEMORIAL COLLEGE OF NURSING,RICHMOND,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LUBBOCK CHRISTIAN UNIVERSITY,LUBBOCK,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CARRINGTON COLLEGE-PLEASANT HILL,PLEASANT HILL,CA,JUNIOR COLLEGES
EMPIRE BEAUTY SCHOOL-KENNESAW,KENNESAW,GA,COSMETOLOGY AND BARBER SCHOOLS
ANTIOCH UNIVERSITY-PHD PROGRAM IN LEADERSHIP AND CHANGE,YELLOW SPRINGS,OH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DALLAS BARBER & STYLIST COLLEGE,DALLAS,TX,COSMETOLOGY AND BARBER SCHOOLS
ALTIERUS CAREER COLLEGE-NORCROSS,NORCROSS,GA,JUNIOR COLLEGES
AVIATION INSTITUTE OF MAINTENANCE-MANASSAS,MANASSAS,VA,JUNIOR COLLEGES
ARIZONA SCHOOL OF ACUPUNCTURE AND ORIENTAL MEDICINE,TUCSON,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FOLSOM LAKE COLLEGE,FOLSOM,CA,JUNIOR COLLEGES
OLYMPIC COLLEGE,BREMERTON,WA,JUNIOR COLLEGES
EMPIRE BEAUTY SCHOOL-GWINNETT,LAWRENCEVILLE,GA,COSMETOLOGY AND BARBER SCHOOLS
EMORY & HENRY COLLEGE,EMORY,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CORTIVA INSTITUTE-CHICAGO,CHICAGO,IL,OTHER TECHNICAL AND TRADE SCHOOLS
FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE PRACTICAL NURSING PROGRAM,UNIONTOWN,PA,OTHER TECHNICAL AND TRADE SCHOOLS
GREENE COUNTY CAREER AND TECHNOLOGY CENTER,WAYNESBURG,PA,OTHER TECHNICAL AND TRADE SCHOOLS
MERCY-ST LUKE'S SCHOOL OF RADIOLOGIC TECHNOLOGY,CEDAR RAPIDS,IA,OTHER TECHNICAL AND TRADE SCHOOLS
BUTLER BEAUTY ACADEMY-NEW CASTLE BEAUTY ACADEMY,NEW CASTLE,PA,COSMETOLOGY AND BARBER SCHOOLS
SOUTHERN CAREERS INSTITUTE-PHARR,PHARR,TX,OTHER TECHNICAL AND TRADE SCHOOLS
AVALON SCHOOL OF COSMETOLOGY-ALAMEDA,ALAMEDA,CA,COSMETOLOGY AND BARBER SCHOOLS
CHURCH DIVINITY SCHOOL OF THE PACIFIC,BERKELEY,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,VALLEJO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF DUBUQUE,DUBUQUE,IA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ELMHURST COLLEGE,ELMHURST,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LA SIERRA UNIVERSITY,RIVERSIDE,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INTERNATIONAL BUSINESS COLLEGE-FORT WAYNE,FORT WAYNE,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LA JAMES INTERNATIONAL COLLEGE-JOHNSTON,JOHNSTON,IA,COSMETOLOGY AND BARBER SCHOOLS
CRESCENT CITY BARTENDING SCHOOL,NEW ORLEANS,LA,OTHER TECHNICAL AND TRADE SCHOOLS
MINERAL AREA COLLEGE,PARK HILLS,MO,JUNIOR COLLEGES
BLOOMFIELD COLLEGE,BLOOMFIELD,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
AMERICAN INSTITUTE-CLIFTON,CLIFTON,NJ,BUSINESS AND SECRETARIAL SCHOOLS
SOUTHWESTERN LAW SCHOOL,LOS ANGELES,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NAROPA UNIVERSITY,BOULDER,CO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PUEBLO COMMUNITY COLLEGE,PUEBLO,CO,JUNIOR COLLEGES
ALBANY STATE UNIVERSITY,ALBANY,GA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTH IOWA AREA COMMUNITY COLLEGE,MASON CITY,IA,JUNIOR COLLEGES
NORTHWEST IOWA COMMUNITY COLLEGE,SHELDON,IA,JUNIOR COLLEGES
SANTIAGO CANYON COLLEGE,ORANGE,CA,JUNIOR COLLEGES
MOUNT MARY UNIVERSITY,MILWAUKEE,WI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BENNETT COLLEGE,GREENSBORO,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BLADEN COMMUNITY COLLEGE,DUBLIN,NC,JUNIOR COLLEGES
CAMPBELL UNIVERSITY,BUIES CREEK,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CENTRAL TEXAS BEAUTY COLLEGE-TEMPLE,TEMPLE,TX,COSMETOLOGY AND BARBER SCHOOLS
EASTERN SUFFOLK BOCES,BRENTWOOD,NY,OTHER TECHNICAL AND TRADE SCHOOLS
IYRS SCHOOL OF TECHNOLOGY & TRADES,NEWPORT,RI,OTHER TECHNICAL AND TRADE SCHOOLS
HEALTH WORKS INSTITUTE,BOZEMAN,MT,OTHER TECHNICAL AND TRADE SCHOOLS
ROSEMAN UNIVERSITY OF HEALTH SCIENCES,HENDERSON,NV,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTH FLORIDA COSMETOLOGY INSTITUTE INC,TALLAHASSEE,FL,COSMETOLOGY AND BARBER SCHOOLS
ACADEMY OF MASSAGE AND BODYWORK,BEAR,DE,OTHER TECHNICAL AND TRADE SCHOOLS
SAN FRANCISCO THEOLOGICAL SEMINARY,SAN ANSELMO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROSEL SCHOOL OF COSMETOLOGY,NILES,IL,COSMETOLOGY AND BARBER SCHOOLS
HILLSDALE BEAUTY COLLEGE,HILLSDALE,MI,COSMETOLOGY AND BARBER SCHOOLS
NORTHERN MICHIGAN UNIVERSITY,MARQUETTE,MI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MINNESOTA STATE UNIVERSITY MOORHEAD,MOORHEAD,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LENOIR-RHYNE UNIVERSITY,HICKORY,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CLARKE UNIVERSITY,DUBUQUE,IA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MACCORMAC COLLEGE,CHICAGO,IL,JUNIOR COLLEGES
RUSH UNIVERSITY,CHICAGO,IL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NEW MEXICO JUNIOR COLLEGE,HOBBS,NM,JUNIOR COLLEGES
OLYMPIAN ACADEMY OF COSMETOLOGY,ALAMOGORDO,NM,COSMETOLOGY AND BARBER SCHOOLS
JACKSONVILLE COLLEGE-MAIN CAMPUS,JACKSONVILLE,TX,JUNIOR COLLEGES
GODDARD COLLEGE,PLAINFIELD,VT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
BIG BEND COMMUNITY COLLEGE,MOSES LAKE,WA,JUNIOR COLLEGES
SULLIVAN UNIVERSITY,LOUISVILLE,KY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SOUTHERN UNIVERSITY AT SHREVEPORT,SHREVEPORT,LA,JUNIOR COLLEGES
NORTH CENTRAL UNIVERSITY,MINNEAPOLIS,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
DREW UNIVERSITY,MADISON,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LOUISIANA STATE UNIVERSITY-SHREVEPORT,SHREVEPORT,LA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PATRICK HENRY COLLEGE,PURCELLVILLE,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
IDAHO COLLEGE OF OSTEOPATHIC MEDICINE,MERIDIAN,ID,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SOUTHERN CAREERS INSTITUTE-WACO,WACO,TX,OTHER TECHNICAL AND TRADE SCHOOLS
THE SALON PROFESSIONAL ACADEMY-WASHINGTON DC,WASHINGTON,DC,OTHER TECHNICAL AND TRADE SCHOOLS
WOODRUFF MEDICAL TRAINING AND TESTING,TUCKER,GA,OTHER TECHNICAL AND TRADE SCHOOLS
ANN WEBB SKIN INSTITUTE,AUSTIN,TX,COSMETOLOGY AND BARBER SCHOOLS
RAY J'S COLLEGE OF HAIR,BATON ROUGE,LA,COSMETOLOGY AND BARBER SCHOOLS
UNION BIBLE COLLEGE,WESTFIELD,IN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
YESHIVA OHR NAFTOLI,NEW WINDSOR,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GEORGE STONE TECHNICAL COLLEGE,PENSACOLA,FL,OTHER TECHNICAL AND TRADE SCHOOLS
HAWAII PACIFIC UNIVERSITY,HONOLULU,HI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
YESHIVA CHEMDAS HATORAH,LAKEWOOD,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SIMMONS UNIVERSITY,BOSTON,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CARIS COLLEGE,JEFFERSONVILLE,IN,JUNIOR COLLEGES
UNIVERSITY OF IDAHO,MOSCOW,ID,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
LINCOLN TECHNICAL INSTITUTE-PARAMUS,PARAMUS,NJ,OTHER TECHNICAL AND TRADE SCHOOLS
JOHNSON & WALES UNIVERSITY-ONLINE,PROVIDENCE,RI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HOUSTON GRADUATE SCHOOL OF THEOLOGY,HOUSTON,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
MIDWEST INSTITUTE,FENTON,MO,JUNIOR COLLEGES
RIZZIERI AVEDA SCHOOL FOR BEAUTY AND WELLNESS,VOORHEES,NJ,COSMETOLOGY AND BARBER SCHOOLS
DEHART TECHNICAL SCHOOL,MODESTO,CA,OTHER TECHNICAL AND TRADE SCHOOLS
SEATTLE FILM INSTITUTE,SEATTLE,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ROSS MEDICAL EDUCATION CENTER-ELYRIA,ELYRIA,OH,OTHER TECHNICAL AND TRADE SCHOOLS
WORD OF LIFE BIBLE INSTITUTE,POTTERSVILLE,NY,OTHER TECHNICAL AND TRADE SCHOOLS
CITY UNIVERSITY OF SEATTLE,SEATTLE,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
OAKLAND UNIVERSITY,ROCHESTER HILLS,MI,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
WALDEN UNIVERSITY,MINNEAPOLIS,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CAPITOL TECHNOLOGY UNIVERSITY,LAUREL,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF MASSACHUSETTS-AMHERST,AMHERST,MA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TOM P HANEY TECHNICAL CENTER,PANAMA CITY,FL,COSMETOLOGY AND BARBER SCHOOLS
ADVANCED BEAUTY COLLEGE,IRVING,TX,COSMETOLOGY AND BARBER SCHOOLS
COLLEGE OF EASTERN IDAHO,IDAHO FALLS,ID,JUNIOR COLLEGES
BRITE DIVINITY SCHOOL,FORT WORTH,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
THE UNIVERSITY OF WEST FLORIDA,PENSACOLA,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,BALTIMORE,MD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
FLORIDA COLLEGE,TEMPLE TERRACE,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ELAINE STEVEN BEAUTY COLLEGE,SAINT LOUIS,MO,COSMETOLOGY AND BARBER SCHOOLS
VILLA MARIA COLLEGE,BUFFALO,NY,JUNIOR COLLEGES
UNIVERSITY OF LOUISIANA AT MONROE,MONROE,LA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TRINITY BIBLE COLLEGE AND GRADUATE SCHOOL,ELLENDALE,ND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TROCAIRE COLLEGE,BUFFALO,NY,JUNIOR COLLEGES
AMBRIA COLLEGE OF NURSING,HOFFMAN ESTATES,IL,JUNIOR COLLEGES
AMERICAN BUSINESS AND TECHNOLOGY UNIVERSITY,ST JOSEPH,MO,COMPUTER TRAINING
TOURO UNIVERSITY CALIFORNIA,VALLEJO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF MISSOURI-COLUMBIA,COLUMBIA,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
VIRGINIA HIGHLANDS COMMUNITY COLLEGE,ABINGDON,VA,JUNIOR COLLEGES
QUINNIPIAC UNIVERSITY,HAMDEN,CT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
TONI & GUY HAIRDRESSING ACADEMY-ATLANTA,MARIETTA,GA,COSMETOLOGY AND BARBER SCHOOLS
TRUMAN STATE UNIVERSITY,KIRKSVILLE,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ALLEN SCHOOL-JAMAICA,JAMAICA,NY,OTHER TECHNICAL AND TRADE SCHOOLS
ACADEMY OF CAREER TRAINING,KISSIMMEE,FL,COSMETOLOGY AND BARBER SCHOOLS
STUDIO JEWELERS,NEW YORK,NY,OTHER TECHNICAL AND TRADE SCHOOLS
WEILL CORNELL MEDICAL COLLEGE,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
SCHOOL OF VISUAL ARTS,NEW YORK,NY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
ACADEMY OF NATURAL THERAPY INC,GREELEY,CO,JUNIOR COLLEGES
BETHANY COLLEGE,LINDSBORG,KS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,WINSTON SALEM,NC,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
CHI HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY,OMAHA,NE,JUNIOR COLLEGES
VOGUE COLLEGE OF COSMETOLOGY,SAN ANTONIO,TX,COSMETOLOGY AND BARBER SCHOOLS
PAUL MITCHELL THE SCHOOL-TYSONS CORNER,MCLEAN,VA,COSMETOLOGY AND BARBER SCHOOLS
STRAYER UNIVERSITY-ALABAMA,BIRMINGHAM,AL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
O C COLLINS CAREER CENTER,CHESAPEAKE,OH,OTHER TECHNICAL AND TRADE SCHOOLS
CEDAR VALLEY COLLEGE,LANCASTER,TX,JUNIOR COLLEGES
STATE CAREER COLLEGE,WAUKEGAN,IL,OTHER TECHNICAL AND TRADE SCHOOLS
SOUTH FLORIDA STATE COLLEGE,AVON PARK,FL,JUNIOR COLLEGES
INTERNATIONAL CULINARY CENTER-CALIFORNIA,CAMPBELL,CA,OTHER TECHNICAL AND TRADE SCHOOLS
BLUE MOUNTAIN COMMUNITY COLLEGE,PENDLETON,OR,JUNIOR COLLEGES
ACCESS CAREERS,HEMPSTEAD,NY,OTHER TECHNICAL AND TRADE SCHOOLS
MIND BODY INSTITUTE,NASHVILLE,TN,OTHER TECHNICAL AND TRADE SCHOOLS
UNIVERSITY OF PHOENIX-FLORIDA,ORLANDO,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
NORTHWEST COLLEGE-MEDFORD,MEDFORD,OR,OTHER TECHNICAL AND TRADE SCHOOLS
HIGHLAND COMMUNITY COLLEGE,FREEPORT,IL,JUNIOR COLLEGES
CLOVER PARK TECHNICAL COLLEGE,LAKEWOOD,WA,JUNIOR COLLEGES
FORTIS COLLEGE-MONTGOMERY,MONTGOMERY,AL,JUNIOR COLLEGES
PAUL MITCHELL THE SCHOOL-DENVER,LAKEWOOD,CO,COSMETOLOGY AND BARBER SCHOOLS
BLUE HILLS REGIONAL TECHNICAL SCHOOL,CANTON,MA,OTHER TECHNICAL AND TRADE SCHOOLS
ACADEMY OF PROFESSIONAL COSMETOLOGY,ROGERS,AR,OTHER TECHNICAL AND TRADE SCHOOLS
FLORIDA CAREER COLLEGE-HOUSTON CAMPUS,HOUSTON,TX,JUNIOR COLLEGES
UNIVERSITY OF ARIZONA-SIERRA VISTA,SIERRA VISTA,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
PROFESSIONAL ACADEMY OF COSMETOLOGY,NORRISTOWN,PA,OTHER TECHNICAL AND TRADE SCHOOLS
EXPOSITO SCHOOL OF HAIR DESIGN,AMARILLO,TX,COSMETOLOGY AND BARBER SCHOOLS
NASHVILLE COLLEGE OF MEDICAL CAREERS,MADISON,TN,OTHER TECHNICAL AND TRADE SCHOOLS
ELIZABETHTOWN COLLEGE,ELIZABETHTOWN,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
GREAT OAKS CAREER CAMPUSES,CINCINNATI,OH,OTHER TECHNICAL AND TRADE SCHOOLS
BUTLER COUNTY COMMUNITY COLLEGE,BUTLER,PA,JUNIOR COLLEGES
DABNEY S LANCASTER COMMUNITY COLLEGE,CLIFTON FORGE,VA,JUNIOR COLLEGES
MOUNT ALOYSIUS COLLEGE,CRESSON,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
HARRIS SCHOOL OF BUSINESS-UPPER DARBY CAMPUS,UPPER DARBY,PA,BUSINESS AND SECRETARIAL SCHOOLS
YESHIVA GEDOLAH ZICHRON LEYMA,UNION,NJ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
INSTITUTE OF MEDICAL CAREERS,PITTSBURGH,PA,OTHER TECHNICAL AND TRADE SCHOOLS
REDLANDS COMMUNITY COLLEGE,EL RENO,OK,JUNIOR COLLEGES
TRICOCI UNIVERSITY OF BEAUTY CULTURE-PEORIA,PEORIA,IL,COSMETOLOGY AND BARBER SCHOOLS
PAUL MITCHELL THE SCHOOL-COLUMBUS,COLUMBUS,OH,COSMETOLOGY AND BARBER SCHOOLS
CARNEGIE MELLON UNIVERSITY,PITTSBURGH,PA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS"
